wormbase_id
WBGene00010943
WBGene00015510
WBGene00018358
WBGene00019657
WBGene00020374
WBGene00013222
WBGene00194821
WBGene00005191
WBGene00005228
WBGene00005602
WBGene00013375
WBGene00005703
WBGene00012028
WBGene00006220
WBGene00008021
WBGene00015299
WBGene00016044
WBGene00019012
WBGene00019170
WBGene00019518
WBGene00044649
WBGene00000237
WBGene00000273
WBGene00001803
WBGene00001806
WBGene00001990
WBGene00004369
WBGene00006479
WBGene00006632
WBGene00006816
WBGene00007081
WBGene00007214
WBGene00007349
WBGene00007452
WBGene00007478
WBGene00007525
WBGene00007562
WBGene00007570
WBGene00007598
WBGene00007599
WBGene00007604
WBGene00007619
WBGene00007736
WBGene00007819
WBGene00007931
WBGene00007986
WBGene00007987
WBGene00008020
WBGene00008100
WBGene00008155
WBGene00008315
WBGene00008394
WBGene00008421
WBGene00008515
WBGene00008542
WBGene00008558
WBGene00008588
WBGene00008680
WBGene00008760
WBGene00008850
WBGene00008980
WBGene00008999
WBGene00009033
WBGene00009093
WBGene00009311
WBGene00009325
WBGene00009417
WBGene00009449
WBGene00009533
WBGene00009592
WBGene00009797
WBGene00009803
WBGene00009842
WBGene00010014
WBGene00010110
WBGene00010175
WBGene00010241
WBGene00010242
WBGene00010243
WBGene00010258
WBGene00010289
WBGene00010320
WBGene00010322
WBGene00010471
WBGene00010522
WBGene00010686
WBGene00010740
WBGene00010761
WBGene00010810
WBGene00010871
WBGene00010980
WBGene00010998
WBGene00011026
WBGene00011200
WBGene00011270
WBGene00011293
WBGene00011337
WBGene00011397
WBGene00011429
WBGene00011554
WBGene00011723
WBGene00011833
WBGene00011948
WBGene00011974
WBGene00012122
WBGene00012250
WBGene00012381
WBGene00012547
WBGene00012548
WBGene00012610
WBGene00012759
WBGene00012784
WBGene00012912
WBGene00013146
WBGene00013159
WBGene00013195
WBGene00013203
WBGene00013273
WBGene00013437
WBGene00013484
WBGene00013656
WBGene00013713
WBGene00013879
WBGene00013882
WBGene00013887
WBGene00013975
WBGene00014017
WBGene00014099
WBGene00014125
WBGene00015027
WBGene00015435
WBGene00015647
WBGene00015690
WBGene00015919
WBGene00015992
WBGene00016052
WBGene00016083
WBGene00016131
WBGene00016177
WBGene00016262
